QID,part of___P361,instance of___P31,version___None,description___None,label,discoverer or inventor___P61,time of discovery or invention___P575,constellation___P59,image___P18,absolute magnitude___P1457,epoch___P6259,declination___P6258,distance from Earth___P2583,right ascension___P6257,declination component of proper motion___P10751,radial velocity___P2216,mass___P2067,right ascension component of proper motion___P10752,apparent magnitude___P1215,parallax___P2214,type of variable star___P881,stellar rotational velocity___P4296,spectral class___P215,radius___P2120,metallicity___P2227,effective temperature___P6879,surface gravity___P7015,redshift___P1090,orbital eccentricity___P1096,parent astronomical body___P397,semi-major axis of an orbit___P2233,argument of periapsis___P2248,orbital period___P2146,time of periapsis___P11796,galaxy morphological type___P223,orbital inclination___P2045,mean anomaly___P2325,periapsis___P2244,longitude of ascending node___P2213,apoapsis___P2243
Q18450289,,near-IR source,2298783032,variable star in the constellation Musca,Y Muscae,,,Musca,,,J2000.0,-65.51295125069,5249.344,196.45081199906,-2.658,32.74,,-7.024,10.5,0.1905,R Coronae Borealis variable,,Fp_Hd,,,,,,,,,,,,,,,,,
Q1036592,,open cluster,2386587381,open cluster,NGC 433,John Frederick William Herschel,1829-09-29T00:00:00Z,Cassiopeia,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%20433.jpg,,J2000.0,60.133,7577,18.8,-0.37,-36.91,,-5.7,,,,,,,,,,,,,,,,,,,,,,
Q21163380,NGC 2070,contact binary star,2348271436,contact binary star system,VFTS 352,Paranal Observatory,2015-10-01T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/An%20artist%E2%80%99s%20impression%20of%20the%20hottest%20and%20most%20massive%20touching%20double%20star.jpg,,J2000.0,-69.1886485528922,150000,84.6185655815455,0.815,-5.6,57,1.816,14.485,0.027,,,O4.5V(n)((fc)):z:+O5.5V(n)((fc)):z:,,,,,,,,,,,,,,,,,
Q79896907,,eclipsing binary star,2327416173,,V1147 Herculis,,,Hercules,,,J2000.0,43.1449393623808,394.7109,240.1841425392296,-41.789,,,15.971,13.68,2.5335,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q77945536,,classical Cepheid variable,2164348061,classical Cepheid variable star in the constellation Aquila,Gaia DR2 1807821313362785664,,,Aquila,,,J2000.0,15.76898931308333,,302.2597459454174,-4.782,,,-4.227,17.2272,0.4699,classical Cepheid variable,,,,,,,,,,,,,,,,,,,
Q11802410,,globular cluster,2030678906,globular cluster,Palomar 11,Albert George Wilson,1955-01-01T00:00:00Z,,,,J2000.0,-8.007222,,296.31,-3.7,-68,,0.98,7.54,,,,,,-0.45,,,,,,,,,,,,,,,
Q84275505,,open cluster,2326581993,open cluster in the constellation Ophiuchus,[KPS2012] MWSC 2621,,,Ophiuchus,,,J2000.0,-17.883,2.6,263.025,-7.04,,,-1.09,,,,,,,,,,,,,,,,,,,,,,
Q14564181,,star,2453137473,star in the constellation Cygnus,GSC3161-135,,,Cygnus,,,J2000.0,43.0659904465759,501.2783,308.0536216242649,-2.179,-12.3,,3.613,9.13,1.9949,,,B9pSi,,,,,,,,,,,,,,,,,
Q15171455,,asteroid,2275772602,asteroid,(61690) 2000 QV127,Lincoln Near-Earth Asteroid Research,2000-08-24T00:00:00Z,,,14.81,"October 17, 2024",,,,,,,,,,,,,,,,,,0.2166737486126799,Sun,2.642305945426827,339.3168753437169,1568.819864729122,2461128.7808058476,,9.087317429605196,238.7744250434133,2.069787611249625,5.595253252514812,3.214824279604029
Q88016050,,globular cluster,2314916191,globular cluster in the constellation Andromeda,NAME Mayall III,,,Andromeda,,,J2000.0,39.521894036607,,8.3907770566976,,-357,,,15.807,,,,,,-2.1,9,,,,,,,,,,,,,,
Q1037688,,spiral galaxy,2303722969,galaxy,NGC 617,Francis Preserved Leavenworth,1886-01-01T00:00:00Z,Cetus,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%200617%20SDSS.jpg,,J2000.0,-9.7741527208502,,23.5105723380766,,12168,,,14.7,,,,,,,,,0.04077,,,,,,,Sab,,,,,
Q85403352,,Beta Lyrae variable,2324887733,,V* BH Cap,,,Capricornus,,,J2000.0,-11.5473834011907,263.9428,306.7853902600855,5.441,,,17.582,8.01,3.7887,,,F0/2V,,,,,,,,,,,,,,,,,
Q1046227,LH 58,interstellar medium,2282127103,emission nebula,NGC 1965,John Frederick William Herschel,1835-01-31T00:00:00Z,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201965%20DSS.jpg,,J2000.0,-68.8067,,81.6208,,,,,11.7,,,,,,,,,,,,,,,,,,,,,
Q94388850,,S-type star,2319182674,,IW Cassiopeiae,,,Cassiopeia,,,J2000.0,48.7141143189093,,0.6842572254582,-2.602,-19,,5.251,9.88,0.4053,,,S4-5.5/6e,,,,,,,,,,,,,,,,,
Q18448613,,near-IR source,2298782965,variable star in the constellation Apus,S Apodis,,,Apus,,,J2000.0,-72.06255076861,4458.315,227.35223582236998,-2.155,-82.13,,-6.632,9.6,0.2243,R Coronae Borealis variable,,C,,,,,,,,,,,,,,,,,
Q1117139,,spiral galaxy,2303617285,galaxy,NGC 5125,John Frederick William Herschel,1828-01-18T00:00:00Z,Virgo,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5125%20-%20SDSS%20DR14.jpg,,J2000.0,9.7100833,97.27,201.0028708,,6980,,,12.6,,,,,,,,,0.023269,,,,,,,Sc,,,,,
Q2608337,,binary star,2427179557,star in the constellation Aries,14 Arietis,,,Aries,,0.25,J2000.0,25.9398378657198,52.7048,32.3555207688508,-24.267,-0.43,,81.194,4.977,18.9736,,164.8,F2III,4,,6855,1580,,,,,,,,,,,,,
Q84297779,,dwarf nova,2310678584,,FN Andromedae,,,Andromeda,,,J2000.0,35.290087940684,,17.9899917101253,0.433,,,5.924,18.2631,1.8926,dwarf nova,,,,,,,,,,,,,,,,,,,
Q94687674,,near-IR source,2298403690,Algol variable in the constellation Columba,RR Columbae,,,Columba,,,J2000.0,-35.29804207855,639.018,98.32909034716,15.182,,,-7.222,11.03,1.5649,Algol variable,,,,,,,,,,,,,,,,,,,
Q6095889,,Algol variable,2298538254,variable star system in the constellation Cassiopeia,RZ Cassiopeiae,,,Cassiopeia,,,J2000.0,69.63428930629,65.298,42.23129265439001,37.476,-46.6,,2.71,6.26,15.3143,eclipsing binary star,70,A3V,,,8110,,,,,,,,,,,,,,
Q89224005,,near-IR source,2302155096,long period variable,[KDK2008] v20,,,Cygnus,,,J2000.0,42.42136617480999,,318.18854704178995,-4.407,-54.38,,-1.477,15.69,0.1,long-period variable star,,C:,,,,,,,,,,,,,,,,,
Q1041760,,spiral galaxy,2323676594,interacting galaxy,NGC 1134,William Herschel,1784-10-16T00:00:00Z,Aries,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%201134%20DSS.jpg,,J2000.0,13.0142238418593,35.16,43.4223336621025,,3656,,,12.3,,,,,,,,,0.012118,,,,,,,S,,,,,
Q88809690,,RS Canum Venaticorum variable,2176829313,,V* BQ Hyi,,,Hydrus,,,J2000.0,-71.467429415,,34.503488924,17.78,35.6,,19.65,8.301,4.5,,,G(1)IVp,,,4797,,,,,,,,,,,,,,
Q1756315,,nova,2453138358,star in the constellation Cygnus,V1668 Cygni,,1978-01-01T00:00:00Z,Cygnus,,,J2000.0,44.03178775136473,,325.64713705891546,-1.981,,,-4.814,20.4251,,fast novae,,,,,,,,,,,,,,,,,,,
Q4547758,,binary star,2460211395,star in the constellation Coma Berenices,11 Comae Berenices,,,Coma Berenices,,-0.02,J2000.0,17.79286875343,93.1846,185.17927403996,88.93,43.37,2.09,-109.426,4.74,10.1677,,2.96,G8III,13.76,-0.51,4874,154.88,,,,,,,,,,,,,
Q3688325,,quasar,2276233783,galaxy,CGCG 186-026,,,Ursa Major,,,J2000.0,37.992083,,175.408042,,6636,,,12.488,,,,,,,,,0.02207,,,,,,,S...,,,,,
Q81419851,,Be-type star,2320485361,,LP Canis Majoris,,,Canis Major,,,J2000.0,-16.2007571145093,1846.3811,104.9435803210334,0.509,-1.2,,-1.48,9.68,0.5416,,,B2IVnpe,,,22170,3160,,,,,,,,,,,,,
Q1749122,,star,2336908565,star in the constellation Monoceros,Zeta Monocerotis,,,Monoceros,,-3.18,J2000.0,-2.98378779444,209.5426,122.14852761667,-4.581,31.2,6.2,-16.501,4.33,4.7723,,17,G2Ib,53.5,6.6,5210,56,,,,,,,,,,,,,
Q1168580,,radio galaxy,2353740799,galaxy,NGC 7665,William Herschel,1785-09-28T00:00:00Z,Aquarius,http://commons.wikimedia.org/wiki/Special:FilePath/NGC7665%20-%20SDSS%20DR14.jpg,,J2000.0,-9.3869306,,351.8118,,4803,,,13.3,,,,,,,,,0.01603,,,,,,,Sm,,,,,
Q3781481,,binary star,2298558516,binary star system in the constellation Puppis,P Puppis,,,Puppis,,-4.37,J2000.0,-46.37319964992444,,117.30957333150832,6.636,24,19.3,-6.969,4.11,3.5065,,25,B0III,11.81,0.01,31200,9000,,,,,,,,,,,,,
Q12141356,,double star,2110057594,star system in the constellation Eridanus,55 Eridani,,,Eridanus,,-3.1,J2000.0,-8.794309209,,70.894776133,-26.01,39.8,,31.63,6.7,1.53,,25,A8/9V+K(III),39.16,,,,,,,,,,,,,,,,
Q77353073,,low-ionization nuclear emission-line region,2303356661,low-ionization nuclear emission-line region in the constellation Corona Borealis,2MASX J15593743+3143084,,,Corona Borealis,,,J2000.0,31.7189666554849,,239.9058731491094,,28598,,,19.2126,,,,,,,,,0.10041,,,,,,,,,,,,
Q1046701,,star cluster,2282207727,open cluster,NGC 2061,John Frederick William Herschel,1836-01-09T00:00:00Z,Columba,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202061%20DSS.jpg,,J2000.0,-34.01,,85.675,,,,,,,,,,,,,,,,,,,,,,,,,,
Q83786708,,RS Canum Venaticorum variable,2310596062,,V486 Andromedae,,,Andromeda,,,J2000.0,33.7102998395625,271.9534,5.3458252111329,-4.643,28.5,,18.303,10.46,3.6771,,,,,,,,,,,,,,,,,,,,
Q956968,,spiral galaxy,2282057909,galaxy,NGC 5251,William Herschel,1785-04-11T00:00:00Z,Boötes,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5251%20-%20SDSS%20DR14.jpg,,J2000.0,27.4193778,,204.3535625,,10984,,,13.9,,,,,,,,,0.03656,,,,,,,Sp,,,,,
Q80823029,,W Ursae Majoris variable,2298780615,W Ursae Majoris variable star in the constellation Canes Venatici,VW Canum Venaticorum,,,Canes Venatici,,,J2000.0,28.8802961344321,2828.4893,202.4257219137354,-26.828,169.97,,-42.809,11.88,0.5244,RR Lyrae variables with nearly symmetric light curves,,,,,,,,,,,,,,,,,,,
Q16824417,,planetary nebula,2329567907,lanetary nebula in the constellation Aquila,Abell 70,,,Aquila,http://commons.wikimedia.org/wiki/Special:FilePath/Abell70.jpg,,J2000.0,-7.0883422263575,2376,307.8883650969111,-7.68,-79,,-10.046,17.7055,0.3829,,,D+G8IV-V,,,,,,,,,,,,,,,,,
Q12069743,,UV-emission source,2401758869,peculiar star in the constellation Andromeda,V442 Andromedae,,,Andromeda,,,J2000.0,47.64229477654,1226.542,15.97232617225,-3.048,-55,,-5.688,6.82,0.8153,,,B8p,,,,,,,,,,,,,,,,,
Q31899695,,near-IR source,2298469361,variable star in the constellation Pisces,X Piscium,,,Pisces,,,J2000.0,22.22344302155,938.086,18.03253992371,-7.82,11,,4.021,9.178806,1.066,Mira variable,,M5-6e,,,,,,,,,,,,,,,,,
Q66481660,Theta Reticuli,suspected variable,2312370462,star in the constellation Reticulum,Theta Reticuli A,,,,,,J2000.0,-63.25541337676583,142.749,64.417798727005,35.36,3,,6.273,6.05,7.0053,,,B9IV,,,,,,,,,,,,,,,,,
Q23900500,,trans-Neptunian object,2328344728,asteroid,2006 QJ181,,2006-08-21T00:00:00Z,,,7.08,"May 5, 2025",,,,,,,,,,,,,,,,,,0.497,Sun,63.46162576407129,219.08,184656.762668827,2461572.087886484,,20.03045290582046,358.4957407726657,31.62991550394,249.79,95.29333602420257
Q1049993,,spiral galaxy,2389790654,galaxy,NGC 2617,Édouard Stephan,1885-02-12T00:00:00Z,Hydra,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202617%20SDSS.png,,J2000.0,-4.0883063560025,61.86,128.9116585988147,0.21,4208,,0.104,13.8,,,,,,,,,,,,,,,,S0-a,,,,,
Q30748547,,trans-Neptunian object,2433908289,Trans-Neptunian object,(543735) 2014 OS394,Pan-STARRS1,2014-07-28T00:00:00Z,,,6.0075,"November 21, 2025",,,,,,,,,,,,,,,,,,0.7614668597119529,Sun,155.4880574091154,251.9,708180.5315285927,2464386.190944762,,14.15,358.2789010911054,37.08905461108445,194.2825179329624,273.8870602071464
Q18392951,,BL Herculis variable,2326602416,star in the constellation Triangulum Australe,RT Trianguli Australis,,,Triangulum Australe,,,J2000.0,-63.1335599979583,972.8573,248.6287136626327,-11.447,-7.25,,-3.374,9.7,1.0279,BL Herculis variable,,G2Iab:var,,,,,,,,,,,,,,,,,
Q48476842,,planetary nebula,2298715405,star in the constellation Ursa Major,BE Ursae Majoris,,,Ursa Major,,,J2000.0,48.93842048827,1412.629,179.43678327373,-12.783,-9,,10.706,15.09,0.7079,Algol variable,,sd+G/K,,,86881,15000000,-0.00003,,,,,,,,,,,,
Q74188561,,emission-line star,2309481067,,EM* CGHA 32,,,,,,J2000.0,44.8862491251537,816.6599,316.5780861897714,-10.452,12.4,,-5.25,10.54,1.2245,,,,,,,,,,,,,,,,,,,,
Q9096794,,long-period variable star,2315869878,variable star in the constellation Taurus,Y Tauri,,,Taurus,,,J2000.0,20.695041669162,,86.4142152738781,-4.662,17,,-1.305,6.9,1.6284,SRb semi-regular variable star,,C-N3_C2_4_MS1_tau1_SiC2,,0,2625,,,,,,,,,,,,,,
Q3178050,,star,2298467544,star in the constellation Cetus,Nu Ceti,,,Cetus,,-0.415,J2000.0,5.59324000049166,123.603,38.968641873225,-22.205,3.86,1.1,-27.585,4.871,8.0904,,17,G8III,13.26,-0.18,5170,560,,,,,,,,,,,,,
Q87083635,,emission-line star,2305140418,emission-line star in the constellation Monoceros,CSIMon-011275,,,Monoceros,,,J2000.0,9.8183616076794,,100.3518438603524,0.019,,,-1.219,17.6839,0.5736,,215.7,,,,,,,,,,,,,,,,,,
Q80639142,,emission-line star,2430652577,emission-line star in the constellation Orion,Mayrit 1701117,,,Orion,,,J2000.0,-2.8153932754915,,85.1074958950342,-3.551,,,5.25,18.0152,2.4564,,,,,,,,,,,,,,,,,,,,
Q116740715,,comet,2283529668,comet,C/1959 Y1 (Burnham),"Robert Burnham, Jr.",1959-12-30T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Comet%20Burnham%201959k.jpg,,"April 4, 1960",,,,,,,,,,,,,,,,,,1.000297762958443,,-1694.000993173434,306.6318546369893,,2437014.4967163843,,159.600858870359,0.0001979536289822826,0.5044107473328405,252.642575212902,
Q5179041,,astronomical object,1780786046,,WISE J122558.86-101345.0,,,Virgo,,,J2000.0,-10.228147,17,186.495865,-337.4,,,-184.6,16.433,,,,T6,,,,,,,,,,,,,,,,,
Q622789,Local Group,dwarf galaxy,2458475617,irregular galaxy in the constellation Sagittarius,Barnard's galaxy,Edward Emerson Barnard,1884-08-17T00:00:00Z,Sagittarius,http://commons.wikimedia.org/wiki/Special:FilePath/Euclid%E2%80%99s%20view%20of%20irregular%20galaxy%20NGC%206822%20ESA25170768.jpg,,J2000.0,-14.7975806,1630000,296.2341625,,-58,,,8.1,,,,,,-1.2,,,-0.00016,,,,,,,IB(s)m,,,,,
Q3459099,,minor planet moon,2437881268,asteroid moon of 66391 Moshup,Squannit,Petr Pravec,2001-05-21T00:00:00Z,,,,,,,,,,135,,,,,,,,,,,,0.0004,66391 Moshup,2.548,,0.7259,,,1561,,2.547,,2.549
Q30765581,,resonant trans-Neptunian object,2414322744,asteroid,(495603) 2015 AM281,Pan-STARRS1,2015-01-01T00:00:00Z,,,4.79,"November 21, 2025",,,,,,,,,,,,,,,,,,0.255,Sun,55.58636330613602,156.9,151373.8369195041,2468416.1083421,,26.7,342.3640659609119,41.5030538119458,22.18,69.66967280032625
Q87952072,,eclipsing binary star,2329559910,eclipsing binary star in the constellation Auriga,V639 Aurigae,,,Auriga,,,J2000.0,52.727231395937,666.8445,88.6808407456278,-11.551,,,6.707,13.8406,1.4996,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q25418989,,trans-Neptunian object,2433863328,"trans-Neptunian object, centaur",(471155) 2010 GF65,David L. Rabinowitz,2010-04-14T00:00:00Z,,,7.28,"November 21, 2025",,,,,,,,,,,,,,,,,,0.334004148845701,Sun,33.13462570387858,285.1531883392738,69666.10507448696,2462055.2688816343,,12.42067489633103,354.5494757173192,22.06752324833373,0.4758147569356921,44.20172815942342
Q1153671,,Algol variable,2303723128,star system in the constellation Taurus,Lambda Tauri,,,Taurus,http://commons.wikimedia.org/wiki/Special:FilePath/Taurus%20constellation%20map.png,-2.45,J2000.0,12.49034053806,121.6915,60.17006548958,-14.592,13.4,7.18,-7.946,3.41,8.2175,eclipsing binary star,71,B4IV,6.4,,16970,,,,,,,,,,,,,,
Q85325387,,BL Lacertae object,1893610542,,NAME WISEA J144357.20-390840.0,,,Centaurus,,,J2000.0,-39.1444592787991,,220.9883226575277,0.029,18854,,0.021,15.4314,,,,,,,,,,,,,,,,,,,,,
Q1110670,Virgo Cluster,elliptical galaxy,2370085629,galaxy,NGC 4318,John Frederick William Herschel,1828-01-18T00:00:00Z,Virgo,http://commons.wikimedia.org/wiki/Special:FilePath/NGC4318%20-%20SDSS%20DR14.jpg,,J2000.0,8.1983667,21.88,185.6804208,,1203,,,13.2,,,,,,,,,0.00403,,,,,,,E-E/S0,,,,,
Q10948063,,binary star,2348629077,binary star system in the constellation Ophiuchus,68 Ophiuchi,,,Ophiuchus,,-0.34,J2000.0,1.30508507746472,82.7821,270.4383228901304,-18.235,9.21,3.07,20.608,4.429,12.0799,,194.6,A0.5Van,4.47,0.28,9594,4500,,,,,,,,,,,,,
Q229318,,Seyfert 1 galaxy,2433127003,quasar,3C 273,Maarten Schmidt,1963-01-01T00:00:00Z,Virgo,http://commons.wikimedia.org/wiki/Special:FilePath/Best%20image%20of%20bright%20quasar%203C%20273%20%2810953173335%29.jpg,,J2000.0,2.05238823055,657.8,187.27791594049,0.098,47469,,-0.023,14.83,0.0108,,,,,,,,0.158339,,,,,,,,,,,,
Q1168466,,spiral galaxy,2354672631,galaxy,NGC 7642,Albert Marth,1864-10-19T00:00:00Z,Pisces,http://commons.wikimedia.org/wiki/Special:FilePath/NGC7642%20-%20SDSS%20DR14.jpg,,J2000.0,1.4427472,,350.7225042,,8920,,,13.7,,,,,,,,,0.029861,,,,,,,Sa,,,,,
Q10912595,,near-IR source,2301960659,variable star in the constellation Pisces,97 Piscium,,,Pisces,,,J2000.0,18.35566873046,138.974,22.47026127844,-2.462,4.2,,58.117,6.023,7.1956,Delta Scuti variable,123,A3IV,,,7834,,,,,,,,,,,,,,
Q1122482,,spiral galaxy,2303617695,galaxy,NGC 5735,William Herschel,1784-05-17T00:00:00Z,Boötes,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5735%20-%20SDSS%20DR14.jpg,,J2000.0,28.7264527103051,,220.6385018223207,,3739,,,13.36,,,,,,,,,0.01242,,,,,,,SBbc,,,,,
Q75771666,,eclipsing binary star,2319463389,,GP Boötis,,,Boötes,,,J2000.0,24.047625581018,514.1917,224.3788815740287,-17.172,,,22.614,10.74,1.9448,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q74027028,,RR Lyrae variable,2326637607,RR Lyrae variable star in the constellation Andromeda,DU Andromedae,,,Andromeda,,,J2000.0,40.8426295431021,3.72,37.630687640251,-3.912,,,10.578,13.77,0.1553,RR Lyrae variable with asymmetric light curves,,,,,,,,,,,,,,,,,,,
Q304862,,elliptical galaxy,2303611516,galaxy,NGC 5500,William Herschel,1787-05-12T00:00:00Z,Boötes,http://commons.wikimedia.org/wiki/Special:FilePath/NGC5500%20-%20SDSS%20DR14.jpg,,J2000.0,48.5461114577201,31.7,212.563467316516,,1905,,,13.3,,,,,,,,,0.006291,,,,,,,E,,,,,
Q80674482,,Seyfert 2 galaxy,2408307604,Seyfert 2 galaxy in the constellation Ursa Minor,3C 303.1,,,Ursa Minor,,,J2000.0,77.12444,,220.80833,,69651,,,18.73,,,,,,,,,0.267,,,,,,,,,,,,
Q91122318,,near-IR source,2298395721,long period variable,V1130 Herculis,,,Hercules,,,J2000.0,15.70048768892,,266.68361610143,-6.939,-2.6,,-0.056,11.257528,0.2075,long-period variable star,,,,,,,,,,,,,,,,,,,
Q15032141,,trans-Neptunian object,2376120669,cubewano asteroid in the Kuiper belt,2005 GX186,,,,,7.28,"May 5, 2025",,,,,,,,,,,,,,,,,,0.0160470337563702,Sun,43.86152430635586,63.48514913489444,106102.1068358984,2467841.042834037,,3.782776388401142,336.1117333497124,43.15767694520591,158.9243981415576,44.56537166750581
Q3869340,Large Magellanic Cloud,supernova remnant,2027927141,supernova remnant,LMC N49,,,Dorado,http://commons.wikimedia.org/wiki/Special:FilePath/Revisiting%20a%20Celestial%20Fireworks%20Display%20%28potw2248a%29%20%28cropped%29.jpg,,J2000.0,-66.084,,81.5016,,,,,12.71,,,,,,,,,,,,,,,,,,,,,
Q74049936,,nova,2323266759,,OR Andromedae,,,Andromeda,,,J2000.0,49.4566275880534,1455.3922,346.1559358191443,-2.531,,,2.378,14.4301,0.6871,,,,,,,,,,,,,,,,,,,,
Q78308474,,BL Lacertae object,2306967452,,[MML2015] 5BZB J1302+5056,,,Canes Venatici,,,J2000.0,50.938409369442,,195.7306034277576,,184237,,,19.65,,,,,,,,,0.688,,,,,,,,,,,,
Q2720509,,variable star,2273187066,star in the constellation Andromeda,28 Andromedae,,,Andromeda,,1.29,J2000.0,29.7515534743601,61.1471,7.5306778429045,-55.668,-10.3,1.77,44.983,5.214,16.354,Delta Scuti variable,21,A7III,2.95,-0.09,7335,8910,,,,,,,,,,,,,
Q56318048,,Jupiter-family comet,2047771031,comet,353P/McNaught,,,,,8.5,"September 16, 2012",,,,,,,,,,,,,,,,,,0.4694333888509383,Sun,4.163982606131944,230.505218297864,3103.57172737005,2455005.637498902,,28.4235564666671,136.9746014394485,2.209270140219064,121.6049127009113,6.118695072044825
Q17439,,moon of Jupiter,2390125742,moon of Jupiter,Autonoe,David Clifford Jewitt,2001-12-10T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Autonoe-discovery-CFHT-annotated.gif,,,,,,,,90,,22,,,,,,,,,,0.334,Jupiter,24046000,,-719.01,,,152.9,,,,
Q76491509,,triple star system,2458353869,star system in the constellation Ophiuchus,Lambda Ophiuchi,,,Ophiuchus,,,J2000.0,1.98417,,247.72833,,,1.9,,,,,,,2.5,,,,,,,,,,,,,,,,
Q39807325,,hyperbolic comet,2358693819,comet,C/1955 O1 (Honda),Minoru Honda,1955-07-28T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/Comet%20Honda%20%281955g%29.jpg,,"September 9, 1955",,,,,,,,,,,,,,,,,,1.001111040009518,,-796.2047069981204,348.1957489356888,,2435323.562153028,,107.523426624421,0.001576590908674998,0.8846152852414721,339.4221847418518,
Q1049017,,spiral galaxy,2358649006,galaxy,NGC 2424,Édouard Stephan,1885-02-06T00:00:00Z,Lynx,http://commons.wikimedia.org/wiki/Special:FilePath/NGC%202424%20DSS.jpg,,J2000.0,39.2334167,46.56,115.163825,,3351,,,12.8,,,,,,,,,0.01116,,,,,,,SBb,,,,,
Q211960,,near-Earth asteroid,2447998783,near Earth asteroid,367943 Duende,La Sagra Observatory,2012-02-23T00:00:00Z,,http://commons.wikimedia.org/wiki/Special:FilePath/2012da14-news174.jpg,24.19,"September 13, 2023",,,,,,,,7.2,,,,,,,,,,0.0894,Sun,0.9101568754735536,185.534,317.1559096427611,2460320.49528792,,11.608,231.1,0.8288629453371358,146.996,0.9914508056099715
Q6769041,Hyades,binary star,2401766950,binary star system in the constellation Taurus,Delta3 Tauri,,,Taurus,,1.14,J2000.0,17.92790564835584,47.4237,66.37243632776791,-31,39.418,,107.316,4.298,21.0865,,11.3,A2IV-Vs,,0.13,8851,6300,,,,,,,,,,,,,
Q3648308,,non-periodic comet,2044256879,comet,C/1975 T1 (Mori-Sato-Fujikawa),,,,,6.3,"December 18, 1975",,,,,,,,,,,,,,,,,,0.9974574507630243,Sun,630.8368476814054,246.2412273297657,5787273.48774736,2442772.377715807,,91.60772120237024,359.9995099630773,1.603933745728527,278.6784666985382,1260.069761617082
Q82317222,,long-period variable star,2320598981,long period variable,WX Corvi,,,Corvus,,,J2000.0,-20.5624713052797,,188.8224223227295,-0.512,,,-12.685,9.0416,1.0442,SRb semi-regular variable star,,M7e:,,,,,,,,,,,,,,,,,
Q88411171,,variable star,2300740871,Mira variable star in the constellation Hercules,V485 Herculis,,,Hercules,,,J2000.0,21.74502880374,,261.37682640906,-3.296,,,-1.759,14.44,0.0774,SRa semi-regular variable star,,,,,,,,,,,,,,,,,,,
Q76564755,Upper Centaurus-Lupus,rotating variable star,2316178255,,KN Lupi,,,Lupus,,,J2000.0,-30.1069225328969,102.2579,229.9855639822244,-32.382,-0.91,,-29.458,9.21,9.7792,,,G0V,,,,,,,,,,,,,,,,,
Q86670476,,Delta Scuti variable,2325173089,Delta Scuti variable star in the constellation Lepus,RY Leporis,,,Lepus,,,J2000.0,-20.0235904535218,405.976,87.0427574894593,19.472,,,-0.807,8.25,2.4632,Algol variable,,A9V,,,6849,,,,,,,,,,,,,,
Q264795,,double star,2336972098,binary star system in the constellation Gemini,Chi Geminorum,,,Gemini,,0.461,J2000.0,27.79435081264,78.447,120.87958206382004,-46.221,-9.27018,1.83,-32.315,4.937,12.7475,,3.8,K1-IIIb,14,0.1,4658,355,,,,,,,,,,,,,
Q87005668,,near-IR source,2298712788,,BG Andromedae,,,Andromeda,,,J2000.0,43.26523469285,1196.745,352.74760077707,1.014,-33.42,,-6.841,8.260627,0.8356,long-period variable star,,S5-7/3e,,,,,,,,,,,,,,,,,
Q86936997,,eclipsing binary star,2311144079,eclipsing binary star in the constellation Libra,V369 Librae,,,Libra,,,J2000.0,-13.065706909785,360.332,220.1424366252408,3.394,-20.44,,-21.204,11.31,0.6839,W Ursae Majoris variable,,,,,,,,,,,,,,,,,,,
Q78241360,,Orion variable,2393664888,massive young stellar object in the Orion constellation,YSO 244-440,,,Orion,,,J2000.0,-5.4110733406187,350.0788,83.8518259447783,-0.127,22.809088,,1.543,15.162,2.8565,,41.618,M0e,,,3506,4230,,,,,,,,,,,,,
Q78305971,,Delta Scuti variable,2323912404,Delta Scuti variable star in the constellation Ursa Major,IP Ursae Majoris,,,Ursa Major,,,J2000.0,47.8961976164719,246.6456,204.8023839106863,-5.36,-5.3,,-27.584,7.66,4.0544,,,A5,,0.56,7138,3300,,,,,,,,,,,,,
Q4641106,,double star,2298572690,star in the constellation Camelopardalis,5 Camelopardalis,,,Camelopardalis,,-0.84,J2000.0,55.25912706082,235.544,73.76304501802,-11.766,2.4,,-13.821,5.52,4.2455,,102,B9.5V,5.29,,9931,,,,,,,,,,,,,,
Q24451310,,galaxy,2161872242,galaxy,Andromeda XXVIII,,,Pegasus,,,J2000.0,31.216167,0.65,338.17167,,-326.2,,,15.6,,,,,,-2.1,,,,,Andromeda Galaxy,,,,,dSph?,,,,,
